Comments,Ti,Zr,Lu,Hf,Hg,Pb,Th,U
ACA_zrvf_14204,200,34400000,160500,6920000,33,350437.2,642000,2133100
ACA_zrvf_14251,80,43100000,133800,7080000,80,12211,159000,313100
ACA_zrvf_14278,360,36400000,159900,6360000,67,4559,191000,168240
ACA_zrvf_14306,370,35400000,296000,6570000,40,192761,221000,1191690
ACA_zrvf_14307,340,44300000,195000,9080000,90,169862,193000,985500
ACA_zrvf_14348,459,45800000,86600,8160000,54,3450.3,86000,125836
ACA_zrvf_14351,426,38500000,56400,5960000,75,31706.5,27500,185894
ACA_zrvf_14375,164,38300000,127800,7180000,65,91281.5,121000,524750
ACA_zrvf_14391,360,32100000,128800,5480000,100,78223,110700,417040
ACA_zrvf_14437,96,44500000,64100,8940000,58,1381.6,19700,52572
ACA_zrvf_14507,117,39200000,114800,6590000,89,4169.6,71700,159367
ACA_zrvf_14514,116,41700000,141000,7560000,54,4826.6,103000,168220
ACA_zrvf_14551,86,45000000,108400,8210000,88,2708,45000,107887
ACA_zrvf_14593,300,36800000,110200,6410000,88,254245,549000,2549510
ACA_zrvf_14624,523,43000000,74700,6740000,73,1407.2,43000,52262
ACA_zrvf_14676,446,41800000,74400,6480000,81,1603.9,46300,56515
ACA_zrvf_14702,42,40100000,251000,7360000,48,8901.5,143000,346520
ACA_zrvf_14738,141,47300000,87600,9030000,33,2433,32300,96684
ACA_zrvf_14761,46,44500000,443000,8440000,40,29607,758000,1233030
ACA_zrvf_14819,200,34100000,103600,5810000,75,63074.3,101400,342375
ACA_zrvf_14848,298,40500000,172000,6390000,65,77994.9,137000,385730
ACA_zrvf_14884,39,43900000,170000,7190000,57,3650.9,83000,155070
ACA_zrvf_14931,60,41500000,130100,7830000,62,4347.7,82400,173210
ACA_zrvf_14939,232,40100000,79900,6730000,73,1957.5,40100,68797
ACA_zrvf_14940,207,47100000,120300,8370000,59,4074,64600,163469
ACA_zrvf_14979,391,40900000,186000,6370000,62,71149,128100,371790
ACA_zrvf_15054,46,45000000,84300,8890000,67,1965,30800,76459
ACA_zrvf_15055,2400,30500000,391000,5030000,83,362932,315000,4087600
ACA_zrvf_15127,187,33200000,115400,7040000,71,135433.2,153000,715150
ACA_zrvf_15154,160,49600000,158000,9010000,90,3925,110000,158200
ACA_zrvf_15194,100,35500000,294200,6960000,91,15235.4,278000,613430
ACA_zrvf_15197,1800,30000000,61500,5580000,91,49728,32700,254769
ACA_zrvf_15297,443,40200000,141600,6910000,80,243047,549000,1703960
ACA_zrvf_15298,42,40700000,304000,7760000,55,7902,89000,310140
ACA_zrvf_15325,200,42200000,130400,7650000,58,104773,174500,568080
ACA_zrvf_15378,206,44900000,139200,11630000,72,345646.3,329000,4892800
ACA_zrvf_15396,4900,46400000,100900,7700000,63,2846.9,85400,107169
ACA_zrvf_15411,76,37700000,195000,6410000,59,5513.3,139000,218540
ACA_zrvf_15418,305,48900000,108300,8010000,56,3955,72200,154090
ACA_zrvf_15451,280,35400000,112200,6500000,50,90818,81500,395070
ACA_zrvf_15484,276,40600000,196400,7890000,76,187277.4,405000,1066760
ACA_zrvf_15724,630,36300000,245000,6150000,92,8037,349000,335420
ACA_zrvf_15789,115,40300000,112700,7220000,70,3347.8,53300,126910
ACA_zrvf_15820,200,37300000,277600,6970000,100,143291,337000,845240
ACA_zrvf_15823,169,34300000,93300,10090000,25,201118.2,151800,1174670
ACA_zrvf_15825,410,51700000,161000,9510000,72,72238.5,91000,448290
ACA_zrvf_15828,170,31800000,113200,5700000,20,226143.2,498000,1371950
ACA_zrvf_15863,73,41700000,147200,7970000,54,10353.3,96300,406780
ACA_zrvf_15984,23,39100000,228000,8010000,55,10998.4,93500,440220
ACA_zrvf_16052,108,43000000,78000,6910000,47,1923.9,27200,72018
ACA_zrvf_16065,354,38800000,187900,7590000,79,205155,155600,1150110
ACA_zrvf_16084,280,36000000,97900,7280000,85,139152,209000,891610
ACA_zrvf_16147,240,47100000,320000,7560000,22,3640.2,95000,141850
ACA_zrvf_16173,310,36200000,135300,8250000,67,186832,856000,1650460
ACA_zrvf_16228,492,46100000,153200,7160000,92,3645,139800,140669
ACA_zrvf_16244,11.5,37400000,792000,8680000,70,73842.5,1590000,2971200
ACA_zrvf_16288,188,43400000,73700,7430000,50,2277,58900,86018
ACA_zrvf_16297,117,43100000,292000,6290000,40,7973.6,263000,320328
ACA_zrvf_16300,580,44000000,8780,9020000,87,46571.8,200600,301170
ACA_zrvf_14579,34,40000000,306000,7230000,64,19330.5,301500,748290
ACA_zrvf_14646,130,31600000,184200,5740000,89,104632.2,161700,479440
ACA_zrvf_14947,145,42900000,63100,7000000,60,95782.1,175800,625450
ACA_zrvf_15886,730,45000000,447000,11680000,47,397886,475000,5769500
ACA_zrvf_15980,400,26690000,249300,4860000,55,155320,914000,2657820
BAD_zrvf_6074,58,32400000,101100,5330000,83,5285.4,103200,202630
BAD_zrvf_6160,290,40300000,276000,5330000,260,6041.1,280000,244720
BAD_zrvf_6234,15,35800000,137900,5900000,89,7028.9,156400,277049
BAD_zrvf_6247,47,35400000,201000,6330000,61,8638.2,321000,344470
BAD_zrvf_6282,200,30500000,89700,5350000,50,3369,97400,119714
BAD_zrvf_6295,500,40400000,426000,7490000,54,42270,1417000,1880150
BAD_zrvf_6311,270,46100000,289000,6670000,54,8595,194700,367310
BAD_zrvf_6316,48,34800000,243000,6170000,81,10623.1,458000,440150
BAD_zrvf_6328,11000,37300000,274400,6590000,83,12170,563000,495420
BAD_zrvf_6354,17,31300000,134000,5340000,100,3398,87000,131950
BAD_zrvf_6369,111,36300000,119700,5210000,59,9244,337000,377690
BAD_zrvf_6376,48,37600000,215000,6530000,65,9135.9,275000,371650
BAD_zrvf_6378,396,35200000,193800,5020000,64,5302.7,328000,209489
BAD_zrvf_6486,72,36300000,214600,6980000,87,9436.7,242000,375730
BAD_zrvf_6542,33,35000000,138000,5900000,57,9158.8,146000,368710
BAD_zrvf_6564,330,36900000,87400,8760000,39,9182,185900,359580
BAD_zrvf_6688,100,25360000,181900,4220000,35,6010,246100,201660
BAD_zrvf_6727,183,36600000,191000,5860000,60,5318.9,224000,208464
BAD_zrvf_6770,19,28300000,131700,5050000,38,4930,246000,185165
BAD_zrvf_6778,55,38800000,348000,5520000,67,9848.3,453000,401870
BAD_zrvf_6798,153,40400000,345000,6290000,68,14226.5,733000,599260
BAD_zrvf_6817,56,39000000,419000,7680000,54,20020.7,879000,818860
BAD_zrvf_6829,67,36400000,135500,6240000,43,7168.2,163000,300480
BAD_zrvf_6844,3900,30700000,213600,6060000,66,21316,1060000,874160
BAD_zrvf_6858,77,32900000,155000,5820000,93,12499,221000,437140
BAD_zrvf_6937,200,44200000,195100,7510000,129,10136,254000,454240
BAD_zrvf_6941,340,42000000,422000,4930000,78,10629,735000,422930
BAD_zrvf_6947,38,30300000,165000,5350000,78,7248,244000,288060
BAD_zrvf_6949,79,35600000,169000,6420000,85,9219.4,305000,354460
BAD_zrvf_6960,92,44200000,103400,11350000,62,25012,169000,1057560
BAD_zrvf_7025,61,37300000,241000,6090000,67,10138.6,332000,409870
BAD_zrvf_7041,260,38200000,282000,6690000,77,10310,429000,402870
BAD_zrvf_7053,50,46200000,356000,7170000,106,7304,355000,287990
BAD_zrvf_7054,129,35300000,143000,5250000,44,6296.6,162000,243820
BAD_zrvf_7093,104,32900000,279000,5300000,62,8472.6,375000,347380
BAD_zrvf_7113,132,36100000,316000,5290000,57,8365,456000,346520
BAD_zrvf_7188,272,36500000,359000,5630000,58,12101.2,820000,508580
BAD_zrvf_7206,84,37700000,172300,6120000,67,25228.8,732000,1029480
BAD_zrvf_7220,1110,30900000,277000,4770000,131,36159,823000,1498910
BAD_zrvf_7227,53,30100000,227000,6660000,72,11858,262000,460190
BAD_zrvf_7244,217,38400000,324000,5950000,125,12098.3,675000,502480
BAD_zrvf_7247,660,37900000,532000,10530000,190,146315,1700000,8568300
BAD_zrvf_7255,1460,26000000,223000,4450000,68,7864,437000,310249
BAD_zrvf_7355,103,30200000,117300,5040000,66,8897.1,450000,380750
BAD_zrvf_7358,153,34400000,175700,4970000,61,7639.5,224000,287096
BAD_zrvf_7421,129,32800000,204300,5280000,43,7095,398000,297130
BAD_zrvf_7453,380,37600000,84900,6130000,61,3204.9,86000,124990
BAD_zrvf_7501,67,33200000,126900,5880000,65,5899,144700,256707
BAD_zrvf_7510,2610,29690000,288000,4740000,216,15310.8,1340000,655590
BAD_zrvf_7512,98,36800000,252000,5950000,66,6394.6,262000,270870
BAD_zrvf_7513,189,37600000,111500,5840000,29,4661,83100,176217
BAD_zrvf_7517,89,39200000,218000,6180000,40,10659,254000,483470
BAD_zrvf_7519,19,29500000,122600,5360000,65,6565,194000,227620
BAD_zrvf_7534,259,38100000,88000,7110000,59,2933,118000,120082
BAD_zrvf_7570,117,37000000,194400,5550000,74,8068.6,303000,318380
BAD_zrvf_7574,69,34600000,102400,5920000,96,8774.7,223000,344500
BAD_zrvf_7598,152,36300000,242000,5350000,52,23936.6,817000,1004820
BAD_zrvf_7600,111,29840000,255000,4480000,38,6733,152100,254740
BAD_zrvf_7613,1400,26800000,395000,9080000,136,240472,109000000,21141000
BAD_zrvf_7618,94,40100000,145100,6470000,65,5739.1,142700,239788
BAD_zrvf_7619,283,37500000,123300,7290000,69,7352.9,210000,288100
BAD_zrvf_7630,57,40000000,136000,6580000,61,11414.1,298000,432230
BAD_zrvf_7644,1700,43900000,349000,7790000,50,13897,573000,570080
BAD_zrvf_7645,141,33600000,275000,5810000,294,13585,448000,560960
BAD_zrvf_7672,310,36000000,220000,6030000,107,20454,1040000,856290
BAD_zrvf_7690,540,44600000,692000,14420000,213,167793,17100000,9979400
BAD_zrvf_7699,264,30200000,245800,4740000,68,28671,1640000,1177490
BAD_zrvf_7707,111,29900000,168600,5480000,44,5095,200000,188820
BAD_zrvf_7730,135,32700000,222000,4260000,39,12225.9,464000,495530
BAD_zrvf_7794,121,28910000,122200,5410000,70,6925,253000,271010
BAD_zrvf_7827,47,32500000,267000,5290000,58,7205,290000,287100
BAD_zrvf_7842,0,37400000,180000,7100000,77,10165.5,318000,414050
BAD_zrvf_7858,26800,42000000,108800,9280000,74,16081,97800,560990
BAD_zrvf_7861,183,40500000,362000,5540000,57,9666.5,508000,391930
BAD_zrvf_7932,52,30480000,203000,5570000,71,9426,267000,348510
BAD_zrvf_7946,130,36600000,157700,6320000,46,3329.6,140600,134591
BAD_zrvf_7989,67,35400000,270000,6890000,50,41670,518000,1712000
BAD_zrvf_8047,206,39200000,443000,7550000,26,70821.6,1067000,2819400
BAD_zrvf_6791,470,25210000,346000,3510000,131,34180,1993000,1238030
BAD_zrvf_6863,120,38200000,535000,5740000,64,24343,1058000,1012030
BAD_zrvf_7064,138,29300000,262000,6080000,40,60410,1215000,2185130
BAD_zrvf_7495,145,34000000,381000,5020000,53,13106.7,681000,562100
BAD_zrvf_7567,336,38400000,288000,5800000,51,8208.4,414000,320370
BAD_zrvf_7810,80,35600000,109400,6080000,59,3995.9,118100,164180
BUR_zrvf_4128,200,37100000,118300,7600000,50,261114,487000,1507100
BUR_zrvf_4167,600,39700000,42600,5930000,51,5733.9,24700,42462
BUR_zrvf_4227,51,41000000,223000,7050000,60,5445.8,406000,807870
BUR_zrvf_4251,224,33700000,83500,6980000,88,92661,63400,565060
BUR_zrvf_4258,53,42800000,86000,7330000,83,2190.1,133400,303280
BUR_zrvf_4368,143,32200000,206000,8220000,43,167614,322000,1161320
BUR_zrvf_4441,121,42700000,86100,7190000,54,7346.2,52200,182535
BUR_zrvf_4595,100,30300000,62000,6130000,46,15631,10340,634380
BUR_zrvf_4731,50,39200000,121200,7100000,88,2984.5,146000,438060
BUR_zrvf_4868,30,36700000,108900,8360000,43,8031.9,2000,238700
BUR_zrvf_4885,61,39000000,198000,6930000,59,5745.3,610000,805880
BUR_zrvf_4945,25,48300000,98000,8820000,94,2674.5,126100,385920
BUR_zrvf_4994,138,47100000,289000,20600000,29,172335,111000,7190300
BUR_zrvf_5002,111,37100000,104800,5950000,69,1693.9,126800,221613
BUR_zrvf_5137,25,31200000,76600,4790000,81,18162,31800,117168
BUR_zrvf_5230,65,39100000,247000,6690000,28,7784.9,810000,1168170
BUR_zrvf_5243,483,42400000,166000,7820000,66,47293.1,167000,367570
BUR_zrvf_5291,77,39100000,155000,7510000,65,4431.5,336000,664730
BUR_zrvf_5332,50,48000000,169000,8720000,44,7940,165000,490820
BUR_zrvf_5357,192,38800000,44800,7230000,55,10976.3,21490,82067
BUR_zrvf_5400,407,44000000,41000,7890000,48,26652.2,59000,197930
BUR_zrvf_5406,92,34000000,39300,7310000,58,344,62,6523
BUR_zrvf_5589,147,35100000,116300,5930000,56,4022.8,146200,156597
BUR_zrvf_5681,12.5,38000000,352000,8390000,79,8392.7,258000,1218300
BUR_zrvf_5731,12.5,36100000,22100,8650000,72,1219,89,37850
BUR_zrvf_5846,12.5,36600000,11290,7480000,56,30156.4,1960,827930
BUR_zrvf_5862,89,37700000,334000,5580000,60,16835.5,58300,660720
BUR_zrvf_5920,129,38600000,134300,6370000,56,964.4,76400,133863
BUR_zrvf_5973,140,26700000,76600,4520000,80,133486,259400,420980
BUR_zrvf_5992,65,36400000,172300,6960000,77,2154.2,46200,79772
BUR_zrvf_6000,400,38500000,80700,7040000,79,46616.2,116000,282070
BUR_zrvf_6052,33,37800000,96800,6160000,91,1363,121000,189340
BUR_zrvf_6055,77,33200000,105100,6330000,100,139578,288000,733390
GAT_zrvf_8120,317,36100000,39000,6010000,74,4432.2,3600,24122
GAT_zrvf_8169,530,41600000,110200,6670000,75,26101,188000,187340
GAT_zrvf_8259,484,32000000,65300,5640000,51,22915.7,123600,832020
GAT_zrvf_8285,1320,34400000,196800,6070000,52,529546,4050000,6353700
GAT_zrvf_8438,450,29380000,149000,5620000,72,1576.5,23950,60144
GAT_zrvf_8446,62,29600000,197600,4400000,36,2269,53800,79705
GAT_zrvf_8692,124,34200000,26260,5450000,72,3059.3,14300,19757
GAT_zrvf_9206,239,34800000,92700,5850000,62,5600.2,228000,220592
GAT_zrvf_9488,256,34100000,141400,7350000,77,88140.3,116800,454230
GAT_zrvf_9787,1130,36100000,231500,5060000,48,179318.3,227400,751460
GAT_zrvf_10069,250,30600000,160700,4470000,33,186996.5,283000,973100
GAT_zrvf_9608,169,34900000,264500,5010000,49,2202.2,67300,84760
JER_zrvf_12133,274,38200000,97800,8070000,64,236768.8,92200,1611500
JER_zrvf_12165,200,41400000,137400,6760000,79,115247.5,186000,758520
JER_zrvf_12271,194,38300000,178000,5530000,45,21385.4,37200,95670
JER_zrvf_12287,262,45600000,95200,7020000,80,39004,69200,246780
JER_zrvf_12326,259,44900000,215000,7850000,53,226866.9,217500,1218800
JER_zrvf_12348,191,42300000,178000,8370000,57,197777.1,458000,1389800
JER_zrvf_12362,55,43400000,189200,7620000,59,205981.9,343000,1198400
JER_zrvf_12366,222,43800000,110500,7690000,77,99311.5,181000,634640
JER_zrvf_12371,360,50500000,38100,8490000,21,103278,248000,815820
JER_zrvf_12378,95,42200000,213000,6550000,60,23637,666000,940810
JER_zrvf_12387,319,42800000,279000,9930000,36,518654.5,1236000,5316300
JER_zrvf_12400,350,38600000,184300,6800000,33,90173,144600,442190
JER_zrvf_12402,81,43800000,218000,6770000,49,8993.4,334000,362600
JER_zrvf_12423,105,35300000,93900,6170000,60,75358.3,176300,338450
JER_zrvf_12437,55,46300000,118800,7150000,65,74906,516000,515710
JER_zrvf_12463,890,36100000,76600,7100000,74,36949.4,87800,244800
JER_zrvf_12480,720,47100000,277000,9050000,58,268169.6,88800,1973700
JER_zrvf_12536,100,29390000,123100,6120000,86,198589.5,138000,1301310
JER_zrvf_12585,1090,54300000,140000,11950000,86,322578,270000,2789520
JER_zrvf_12589,114,47200000,126500,9240000,58,76513.4,56800,485490
JER_zrvf_12613,339,37200000,130000,9330000,48,391981.6,160000,2839530
JER_zrvf_12634,2750,35200000,223000,7620000,105,49957,196000,425010
JER_zrvf_12702,640,32000000,226300,5200000,92,132922,282000,691850
JER_zrvf_12706,360,52000000,292000,12400000,100,500444,161800,5868900
JER_zrvf_12725,94,34600000,72600,5810000,61,61380.5,97600,410757
JER_zrvf_12728,498,40000000,251000,7670000,53,218865.1,334000,1017560
JER_zrvf_12729,160,40600000,59800,8170000,60,117848.8,346000,773660
JER_zrvf_12730,170,39800000,141500,7340000,36,154222.9,225000,865150
JER_zrvf_12743,304,41400000,33600,5440000,45,32943.5,56400,223600
JER_zrvf_12750,440,46100000,224600,9360000,61,362355.8,330000,3020750
JER_zrvf_12751,440,26020000,255000,5700000,64,328032,259000,3544120
JER_zrvf_12773,520,42600000,324000,8800000,68,341066,356000,2429190
JER_zrvf_12775,189,14800000,33500,3130000,82,35085,56000,215560
JER_zrvf_12813,160,33000000,138200,5520000,67,102610.5,487000,687950
JER_zrvf_12820,235,42500000,61600,7020000,52,18434.7,28700,120113
JER_zrvf_12860,310,44400000,686000,10250000,37,477390,267000,6977500
JER_zrvf_12871,370,42400000,227000,7660000,68,483179.1,1223000,5387200
JER_zrvf_12893,115,42800000,197000,8460000,61,246829.3,358000,1651100
JER_zrvf_12915,236,46000000,319000,9680000,37,175252.7,173000,1208560
JER_zrvf_12954,215,40300000,162000,7130000,55,110259,119700,495600
JER_zrvf_12958,354,47500000,107900,10550000,48,226571.9,166000,1638830
AGI_zrvf_1149,102,46600000,553000,9940000,70,38640.8,1095000,1609420
AGI_zrvf_117,180,51300000,150200,9310000,64,55094,163100,399880
AGI_zrvf_1255,226,44700000,121100,8650000,60,117319.3,266000,853160
AGI_zrvf_1284,570000,27400000,126800,5950000,123,88842,244000,583250
AGI_zrvf_135,56,48500000,175900,7690000,56,5321.3,156600,228946
AGI_zrvf_1362,81,46100000,319000,8870000,53,13136.3,551000,541970
AGI_zrvf_1387,580,39300000,123000,6470000,107,34671,117000,227660
AGI_zrvf_1611,2000,35700000,485000,8550000,43,56421,2270000,2456400
AGI_zrvf_17,242,36900000,487000,5920000,65,16766.1,360000,666920
AGI_zrvf_1706,100,40700000,317000,6610000,36,13400,570000,510670
AGI_zrvf_1769,160,49500000,213000,8500000,70,9635,367000,409070
AGI_zrvf_1780,46,38700000,135500,5790000,56,3571,124000,136812
AGI_zrvf_1880,65,44000000,200000,7430000,67,5543.7,143000,217570
AGI_zrvf_1902,400,45700000,274000,8950000,110,223734,85600,816830
AGI_zrvf_2,163,34200000,118200,5470000,80,34898,145800,226650
AGI_zrvf_229,640,39890000,108000,6940000,70,25801,88100,173650
AGI_zrvf_335,620,44700000,188100,9510000,71,170386.4,126900,1192600
AGI_zrvf_35,10.5,35700000,156700,6090000,88,4617,137300,168235
AGI_zrvf_352,820,34700000,78800,6770000,82,4042,58100,148573
AGI_zrvf_358,21,36300000,146400,6490000,63,6923,221000,284020
AGI_zrvf_360,189,38900000,177900,5880000,47,4459.9,290000,188390
AGI_zrvf_390,179,41300000,125400,6560000,56,2159.9,72400,83177
AGI_zrvf_431,102,39000000,214300,6480000,48,5305,178900,206700
AGI_zrvf_550,200,49100000,159200,9120000,65,136590,403000,985040
AGI_zrvf_596,140,43600000,96600,6520000,87,7543,40600,50744
AGI_zrvf_62,127,40000000,278000,5360000,43,5261.5,181000,199410
AGI_zrvf_670,760,53400000,114600,8080000,20,53223,367000,386940
AGI_zrvf_699,48,41600000,141000,7660000,50,5682.7,139000,223640
AGI_zrvf_709,335,44100000,92700,7020000,42,40604.9,118100,223064
AGI_zrvf_829,155,44800000,302000,7100000,59,10032.6,417000,419050
AGI_zrvf_858,44,44700000,844000,10870000,33,96945,1680000,4217600
DON_zrvf_10028,3470,32500000,34400,4240000,95,586.9,5330,17115
DON_zrvf_10034,1040,39300000,370000,9110000,58,515950,501000,4541290
DON_zrvf_10052,440,46700000,187800,8250000,59,221378,101000,1168900
DON_zrvf_10116,390,40300000,71000,7410000,62,3538,78000,141050
DON_zrvf_10137,270,41500000,145000,7940000,83,303259,101500,1758020
DON_zrvf_8227,390,49300000,93900,7930000,54,2732,63600,95690
DON_zrvf_8275,119,39300000,89900,6930000,73,2943,50800,89079
DON_zrvf_8416,138,43900000,280200,6620000,58,4037.9,103900,155190
DON_zrvf_8545,620,37900000,76200,6310000,22,50176,79200,363680
